Account_Number,Annual_Income_1000s,Household_Size,Years_of_Post-High_School_Education,TV_Hours,Age,Gender,Exceded_Credit_Limit_in_Past_12_Months,Annual_Charges,Data_split
16307426,31.5,8,4,13,35,Male,No,9185.89,Train
2339312,107.1,3,3,0,22,Male,No,23279.33,Train
7504404,88.6,3,5,5,44,Male,No,10059,Train
13548301,45.2,2,5,40,34,Male,No,8214.86,Train
22603154,72.7,7,4,13,67,Female,Yes,15598.63,Train
13393069,40,3,1,58,26,Female,No,14837.76,Train
19463895,80,1,2,17,47,Male,No,5893.39,Train
9293544,126.8,8,0,45,54,Male,No,27039.28,Train
27121483,78.8,4,2,12,22,Female,Yes,11898.36,Train
11826788,67.9,2,4,11,38,Female,No,7857.02,Train
7826731,47.1,7,2,12,56,Male,No,11666.94,Train
5007593,43.1,3,3,36,34,Female,No,6465.44,Train
6714975,76.1,5,4,42,37,Female,No,4696.65,Train
10751873,40.7,7,0,11,56,Female,No,6729.61,Train
722223,50.3,7,4,11,32,Male,No,14400.33,Train
5369433,45.3,3,4,5,52,Female,No,0,Train
29530262,71.4,3,2,53,40,Female,No,17762.35,Train
13086851,53.9,5,5,16,56,Male,No,13024.47,Train
22418326,45.2,3,1,46,56,Female,Yes,1146.04,Train
27857863,71.3,5,3,25,43,Female,No,1667.11,Train
7394369,85.9,6,3,2,50,Female,Yes,18346.2,Train
9097867,101.8,2,1,32,42,Male,Yes,16540.05,Train
25162282,73.6,6,1,18,51,Male,Yes,16207.38,Train
18945457,88.1,7,2,38,48,Male,No,15041.45,Train
3388514,20.8,7,1,29,60,Male,No,9759.29,Train
16596095,23.9,3,1,7,50,Male,No,11675.89,Train
15541029,92.5,7,5,20,44,Male,No,12350.13,Train
23789911,52.3,7,2,29,45,Male,No,6922.61,Train
19664810,35,2,1,23,29,Female,No,5485.72,Train
16170418,72.3,7,1,25,56,Male,No,18514.78,Train
24882303,44.9,1,2,20,22,Male,No,6518.9,Train
12591011,81.2,7,1,53,51,Female,No,17894.81,Train
16672837,97.4,1,1,54,48,Male,No,16920.31,Train
27011209,78.2,4,1,47,38,Male,No,8204.14,Train
6958354,113.4,3,1,41,49,Male,No,23219.75,Train
15568970,117.3,3,5,58,24,Male,Yes,12798.63,Train
10587885,39.2,7,0,29,38,Female,Yes,7389.73,Train
29044033,55.5,3,3,52,46,Female,No,14255.85,Train
18401384,92.6,3,2,17,50,Female,Yes,14344.62,Train
3595475,39.4,6,0,57,22,Male,No,3735.08,Train
26872199,87.7,2,5,12,60,Male,No,13983.95,Train
3839736,49.1,7,0,17,37,Male,No,10516.63,Train
17357369,39,4,0,62,49,Male,No,559.61,Train
26192749,69.4,4,1,2,55,Male,No,1500.53,Train
17430519,103.2,3,3,14,41,Female,No,13064.2,Train
19859200,90.5,4,1,35,34,Male,No,22286.84,Train
9939997,100.2,6,3,48,39,Male,No,13865.43,Train
3799176,46.9,1,2,26,45,Female,No,9393.28,Train
8765526,122.9,7,2,1,29,Female,Yes,15047.7,Train
3420642,75.4,2,4,23,49,Male,No,18009.84,Train
23106564,101,7,1,50,43,Male,No,21231.04,Train
5288130,75.6,8,5,3,40,Female,No,3839.08,Train
27950661,120.4,5,4,53,45,Male,No,21992.66,Train
29331214,114.1,5,4,7,50,Male,No,22622.75,Train
4985882,34.6,2,4,55,55,Female,No,7503.67,Train
23055913,73.3,2,4,48,52,Female,No,4903.3,Train
20155176,57.4,2,2,3,53,Female,No,3559.34,Train
20989491,87.1,8,3,32,50,Male,No,16727.09,Train
16184983,90.5,6,3,55,68,Female,No,20333.85,Train
27497848,110.4,3,2,1,39,Male,No,13752.22,Train
26513354,81.1,6,1,27,29,Male,No,23087.73,Train
26754995,74.6,6,4,41,52,Male,No,8236.92,Train
17739091,25.2,7,3,15,40,Male,No,8536.38,Train
23630002,15.2,7,4,54,22,Male,No,8088.59,Train
11443743,39.9,5,3,22,38,Male,No,4118.84,Train
18620689,44.7,1,3,31,60,Male,Yes,0,Train
16502932,82.4,7,3,13,46,Female,No,4775.72,Train
20798015,65.2,6,2,8,60,Female,No,6222.36,Train
20163207,101.4,5,1,13,39,Female,No,15186.96,Train
2991530,54.3,5,4,24,55,Male,No,14439.9,Train
23822051,51.6,5,1,19,42,Female,No,6045.99,Train
25110131,68.2,5,1,43,32,Male,No,7948.33,Train
1227759,49.9,2,3,48,62,Male,No,16265.16,Train
17199517,75.7,5,1,30,20,Male,No,13832.56,Train
17855263,43.3,2,1,6,42,Female,No,13045.63,Train
22620259,109.6,1,2,33,51,Male,No,14688.89,Train
3684763,5.8,4,2,19,34,Female,No,10573.26,Train
13879068,39.7,2,1,23,56,Female,No,1631.59,Train
25147021,52.5,8,2,3,60,Male,No,14101.57,Train
28901665,30.7,4,3,54,45,Male,No,2911.24,Train
348571,25,7,4,32,43,Female,No,11767.17,Train
1268246,114.5,8,3,21,28,Male,No,24221.88,Train
22961804,73.6,5,1,22,52,Female,No,17746.18,Train
21437378,75,2,2,12,33,Female,No,4074.17,Train
28616552,65.8,3,1,16,47,Female,No,8034.67,Train
10325303,76,5,0,6,50,Male,No,13760.81,Train
11200269,78.9,8,2,14,49,Female,No,18937.62,Train
6126958,45.9,5,0,41,50,Male,No,15855.56,Train
5937769,112.7,1,3,34,50,Male,No,11564.77,Train
17766925,96.4,1,4,25,26,Male,No,4603.27,Train
20913915,73.8,6,2,52,56,Female,No,20139.45,Train
23281402,127.9,8,1,11,59,Male,No,24240.83,Train
5869956,92.2,3,2,16,41,Male,No,15237.7,Train
24058001,90.9,3,2,53,43,Male,No,16761.44,Train
14453714,83.6,7,1,8,43,Female,No,14576.95,Train
16154729,95.1,2,5,47,47,Male,Yes,13079.14,Train
11276437,78.7,7,1,29,53,Female,No,11433.31,Train
4343067,94,7,3,18,57,Female,No,4637.36,Train
1557471,45.1,5,1,48,57,Male,No,10211.6,Train
16482584,116,3,4,39,38,Female,No,10531.14,Train
18963916,77.1,8,2,49,27,Female,No,19419.68,Train
18332357,34.7,4,1,56,56,Male,No,3530.91,Train
25114104,67.9,5,1,22,56,Male,No,6547.89,Train
24670895,20.2,1,1,33,59,Male,No,5574.5,Train
15836685,50.2,3,2,59,34,Male,No,3843.35,Train
17420617,36.2,5,2,44,39,Female,No,8747.24,Train
13026162,62.1,3,1,4,62,Male,No,14653.41,Train
11720663,68.9,4,4,14,34,Female,No,15068.6,Train
1183783,24.5,2,0,51,47,Female,No,11718.07,Train
10441302,55.7,3,4,39,46,Female,No,7809.76,Train
17570028,79.2,3,1,23,49,Male,Yes,13984.94,Train
10430813,54.5,3,5,57,39,Female,No,9815.59,Train
16450859,100.2,6,2,10,45,Female,No,19763.93,Train
15259853,49.9,3,4,3,50,Female,No,0,Train
29697704,31.8,6,2,37,53,Female,No,139.57,Train
22536495,72.1,7,5,52,40,Male,No,12806.93,Train
26009794,110.5,5,5,1,40,Male,No,15974.24,Train
17653998,58.8,2,0,51,54,Male,No,12485.39,Train
210548,80.2,7,3,6,31,Male,No,11059.93,Train
21116513,85.3,6,5,29,32,Male,No,15099.4,Train
279914,50.2,3,4,41,40,Male,No,0,Train
23969300,42.5,4,4,4,43,Female,No,7601.62,Train
24319361,98.8,2,3,42,39,Male,No,16119.39,Train
22056275,47.1,6,1,16,67,Male,No,5345.01,Train
23882964,24.8,4,4,50,40,Male,No,7736.94,Train
276746,91.5,6,2,24,40,Male,No,6914.24,Train
20232780,54.9,3,1,42,37,Female,Yes,4549.76,Train
28127972,50,8,2,37,29,Male,No,10526.21,Train
25472314,80.8,2,3,5,61,Female,No,11650.81,Train
27304114,59.1,2,4,19,42,Male,No,11129.36,Train
27037223,86.6,8,0,19,45,Male,No,17124.78,Train
6394939,51.4,7,3,44,28,Male,No,16159.62,Train
29857311,16,3,5,43,50,Female,No,3537.13,Train
11285358,108.8,8,0,53,57,Male,No,21866.52,Train
9836469,76,4,2,59,46,Male,No,14525.62,Train
8723057,32.4,4,1,52,28,Male,No,16209.52,Train
20777843,37.6,2,3,27,23,Male,No,2203.53,Train
10758189,54.3,6,3,47,52,Male,No,10808.73,Train
18845523,58.3,5,2,24,37,Male,Yes,5130.34,Train
10360339,29.6,3,4,53,54,Female,No,201.81,Train
12095201,54.3,4,1,47,47,Female,No,9815.43,Train
9904453,52.1,6,0,21,58,Male,No,14221.32,Train
21645215,36.9,5,3,7,37,Female,No,2424.35,Train
17493508,117.8,6,1,39,55,Female,No,25215.17,Train
7993868,68.2,3,3,60,32,Male,No,6552.7,Train
7945575,99,4,4,49,52,Male,No,7181.77,Train
23544704,89.2,5,1,12,28,Female,No,12598.9,Train
11010962,71.2,5,1,14,40,Male,No,6983.69,Train
23351927,93.1,4,3,44,41,Male,No,9931.53,Train
16035934,44.3,2,3,21,33,Female,No,9213.04,Train
27326509,112.3,3,0,13,28,Female,No,18764.23,Train
15222932,7.7,1,4,45,28,Male,No,278.76,Train
12955424,50.5,6,1,35,58,Female,No,14555.19,Train
24625214,50.8,3,2,37,49,Female,No,11042.99,Train
23290726,21.4,3,2,20,39,Male,No,3132.56,Train
7485262,51.2,1,5,5,43,Male,No,185.02,Train
21179750,57.3,4,4,50,46,Female,No,16006.46,Train
13739203,32.2,2,5,50,39,Male,No,0,Train
14969511,87.3,2,4,50,43,Male,No,9476.02,Train
22161039,63.1,5,5,55,39,Male,No,17155.31,Train
21210972,69.7,2,5,17,45,Female,No,492.54,Train
29493375,53.5,5,4,44,42,Male,Yes,14093.3,Train
25132611,36.2,3,4,6,47,Male,No,1006.34,Train
21796891,36.3,5,5,21,54,Male,No,12868.96,Train
8752683,41.4,5,4,42,40,Male,No,2117.7,Train
17050377,41.7,7,2,44,32,Male,No,9450.53,Train
20982864,85.1,8,1,17,48,Female,No,20612.44,Train
6789774,49.3,5,3,2,43,Male,No,9653.29,Train
6039890,74.3,6,4,2,53,Female,No,9189.65,Train
3337891,41.7,7,3,37,51,Female,No,8437.7,Train
6255612,108.8,2,4,8,36,Male,No,15029.58,Train
24657479,42.6,6,2,6,50,Male,No,1135.9,Train
17557034,45.2,2,3,56,46,Male,No,9095.33,Train
10190326,104,4,2,22,37,Female,No,15441.55,Train
12938801,31.9,1,2,12,47,Female,No,5028.75,Train
18761608,87.3,4,3,55,31,Female,No,5920.51,Train
8387472,44.7,7,5,51,59,Female,No,13113.3,Train
22933367,68.4,7,5,58,38,Male,No,11472.83,Train
393379,60.8,8,1,29,53,Female,No,17600.75,Train
10273466,114.8,6,3,55,37,Male,No,23491.42,Train
23972663,95.5,7,1,14,37,Female,Yes,10377.09,Train
17092567,67.3,4,4,38,22,Female,No,12026.4,Train
8288989,115.2,4,0,43,42,Female,No,14741.42,Train
16724663,31.7,4,2,27,51,Female,No,2382.65,Train
3322323,125.1,4,1,28,55,Male,No,23834.65,Train
12921396,36.9,3,1,17,58,Male,No,254.27,Train
26805932,93,6,3,11,44,Female,No,15813.38,Train
22078798,46.1,6,2,44,53,Male,No,7711.52,Train
23228962,75,5,0,40,34,Female,No,4853.04,Train
16166121,108.6,8,3,48,36,Female,Yes,24519.07,Train
14706401,115.7,7,0,43,33,Male,No,21573.18,Train
16186302,87.6,2,1,22,45,Male,No,6429.81,Train
19911528,96.3,6,1,3,27,Female,No,17566.01,Train
20554409,66.1,3,0,24,42,Male,No,12101.17,Train
4683193,99.1,3,1,33,40,Female,No,9934.51,Train
23701507,27.7,2,3,46,37,Male,No,9745.36,Train
16299562,92.9,2,3,29,51,Female,No,18375.09,Train
16364226,78.9,7,1,11,55,Male,No,19140.84,Train
10864136,55.9,3,0,6,66,Male,Yes,4574.61,Train
28987295,25.9,4,3,9,46,Male,No,4037.08,Train
7656032,67.6,3,3,44,36,Female,Yes,4764.25,Train
22780574,44.7,4,2,12,49,Female,Yes,9812.2,Train
28136994,44.2,2,3,49,52,Female,No,2827.13,Train
6186136,50,4,2,32,55,Female,No,7442.95,Train
7705166,88.2,2,2,21,41,Female,No,10611.38,Train
6936349,126.2,5,1,3,42,Male,No,8702.91,Train
26223634,82.7,1,5,27,67,Male,Yes,9240.15,Train
6674363,52.5,4,0,18,23,Male,No,14463.46,Train
5614514,66.6,4,2,38,32,Female,No,2666.4,Train
25843244,72.6,3,3,25,65,Female,No,2918.03,Train
21963057,87.8,6,1,18,58,Female,No,15827.77,Train
25370279,90.7,3,2,28,44,Female,No,10466.62,Train
9256695,56.4,8,2,14,53,Male,No,4938.57,Train
27233810,118.3,6,0,49,46,Male,No,21417.37,Train
2009640,95.6,6,4,25,53,Male,No,13797.76,Train
22232595,42,3,5,62,40,Female,Yes,2585.17,Train
21657234,57.8,6,2,9,56,Male,No,1378.06,Train
23905139,34.1,7,1,8,50,Female,No,186.07,Train
12544286,68.4,5,3,43,37,Male,No,10233.37,Train
21296021,57.1,6,5,27,50,Male,No,7067.87,Train
7274405,48.6,4,2,49,34,Female,No,9394.85,Train
19505308,44.7,5,1,28,39,Male,No,16432.47,Train
28510885,48.8,7,5,20,36,Male,Yes,2277.05,Train
3325119,101.9,5,1,50,51,Male,No,22222.35,Train
16154451,102.5,6,0,18,46,Female,No,10739.91,Train
567523,110.9,3,2,11,41,Female,No,13083.31,Train
26428968,32.4,5,3,21,31,Female,No,1408.35,Train
20851466,20.3,4,5,22,61,Female,No,0,Train
9578391,20.9,5,4,29,53,Male,No,4845.93,Train
15745995,17.4,2,3,21,48,Female,No,0,Train
17948696,45.5,1,4,41,37,Male,No,2850.37,Train
24108343,42.8,7,3,27,49,Female,No,3987.57,Train
26796755,24.4,8,2,21,54,Female,Yes,7303.77,Train
6950200,32.3,3,0,38,47,Female,No,0,Train
5171393,41.4,5,1,56,52,Female,No,11376.82,Train
18767330,28.6,3,4,29,50,Male,No,5457.85,Train
25092745,37.4,8,1,21,36,Male,No,0,Train
4102398,18.4,5,3,40,52,Female,No,5553.01,Train
25156109,80.4,3,4,49,35,Female,No,6821.62,Train
4326218,33.3,8,4,40,59,Male,No,5081.14,Train
11425220,113.1,2,1,24,50,Male,No,25744.42,Train
12798,85.8,6,2,53,44,Male,No,19533.24,Train
12376517,62.3,3,1,22,25,Male,No,13651.82,Train
4512932,96,7,2,23,29,Male,No,18367.52,Train
9488770,44.1,3,1,36,41,Male,No,16576.27,Train
24072678,74.4,7,4,20,49,Male,No,11525.38,Train
1262514,49.8,5,4,30,50,Male,Yes,11708.81,Train
14147649,85.9,7,1,3,43,Male,No,8349.08,Train
21169177,107.3,3,4,52,54,Male,No,12625.98,Train
5243627,57.4,4,2,28,48,Male,No,11448.87,Train
7622602,101.5,7,5,23,54,Male,No,9660.43,Train
20955766,49.9,5,3,35,46,Male,No,14860.1,Train
1272564,107.8,5,2,40,44,Male,No,14513.34,Train
14791131,92.7,2,2,44,40,Male,Yes,14648.98,Train
17247504,37.7,3,0,57,40,Male,No,14035.76,Train
4945977,66.5,5,2,37,53,Female,No,17274.61,Train
9726414,55.6,3,1,49,35,Male,No,11713.5,Train
13993733,100.9,6,4,5,32,Female,No,18923.37,Train
6197708,95.7,5,3,6,55,Female,No,16203.51,Train
27831286,22,5,2,41,38,Female,No,11564.25,Train
16422266,73.3,5,1,26,31,Female,No,11217.21,Train
23512075,111.7,6,2,26,44,Male,No,28230.97,Train
18015817,39.3,5,1,54,52,Male,No,915.62,Train
9055721,74.9,8,2,43,42,Female,No,15710.91,Train
24651189,82.3,2,4,41,34,Female,Yes,12522.88,Train
27350317,72.3,6,1,15,52,Female,No,8708.99,Train
14332358,49.7,6,3,17,38,Male,No,7335.16,Train
13151414,29.5,2,4,37,37,Female,No,1332.2,Train
17165201,57.4,3,1,44,40,Male,No,13486.26,Train
10221473,53.7,7,1,17,58,Male,No,19565.55,Train
20619775,97.5,7,4,48,70,Male,No,6939.13,Train
11301595,65.4,4,2,27,33,Female,No,13397.76,Train
23519793,60.8,2,5,24,64,Female,No,5313.77,Train
23039460,84,6,3,44,64,Female,No,12531.68,Train
8637564,87.8,4,1,23,38,Female,No,10123.7,Train
6185132,89.2,5,2,41,47,Male,No,11352.59,Train
16310418,123.4,3,1,43,38,Female,No,17544.69,Train
13726570,46.4,4,2,40,45,Male,No,12180.16,Train
3038979,105.7,2,1,38,46,Male,No,9490.45,Train
2173256,31.6,7,4,33,44,Male,No,8242.33,Train
9755302,109.2,4,2,51,36,Male,No,8011.74,Train
8264836,100.8,2,4,48,65,Male,No,22066.9,Train
2361050,99,6,1,5,41,Male,No,8813.23,Train
5971726,78.8,3,3,39,32,Male,No,10200.41,Train
9180457,65.5,4,1,45,27,Female,No,22856.87,Train
22418996,107.1,5,2,20,54,Female,No,18936.67,Train
10364842,108.9,2,5,33,58,Female,Yes,8845,Train
12023634,50.9,6,1,3,44,Male,No,3954.86,Train
18851082,77.4,6,2,9,47,Male,No,9676.43,Train
2935688,93.6,2,1,22,55,Female,No,10772.39,Train
5995768,24.6,1,0,60,45,Male,No,10204.98,Train
14390511,83.5,4,3,11,48,Female,No,17340.87,Train
12418401,42.9,3,2,26,58,Female,No,770.34,Train
23069476,124.1,7,3,22,46,Female,No,16294.95,Train
10056650,70.8,4,5,50,24,Male,No,16246.53,Train
11652416,70.4,3,5,52,31,Female,No,10504.65,Train
16498721,101,8,2,19,52,Male,No,17291.03,Train
23963514,71.6,3,1,44,38,Male,No,13562.02,Train
25949947,74.2,4,2,58,54,Female,No,13828.44,Train
15579858,29.4,3,0,2,45,Male,No,12282.69,Train
28992198,50.6,4,4,51,51,Female,No,16272.69,Train
1240338,37.1,3,1,7,48,Female,No,2807.24,Train
26076456,23,6,1,26,55,Female,No,4720.83,Train
529515,64.2,6,5,34,64,Female,No,13226.39,Train
10877325,54.4,5,4,37,39,Female,No,15562.56,Train
3924700,20,6,2,52,45,Male,No,11726.53,Train
12195275,8.4,4,1,16,49,Male,No,10650.3,Train
26593499,39.1,8,5,11,32,Male,No,11863.17,Train
27704030,47.2,2,3,2,39,Female,No,5391.53,Train
20537459,115.9,4,4,7,50,Female,No,22614.69,Train
7579968,20.5,5,3,29,59,Male,No,5962.79,Train
9303646,56.4,6,5,9,44,Female,No,0,Train
18904676,57.3,4,1,48,35,Male,No,860.5,Train
22059597,90.8,8,2,51,40,Male,No,11814.26,Train
20999241,85.2,7,4,29,27,Female,No,14914.29,Train
19381108,78.6,2,1,39,66,Male,No,4356.11,Train
20271891,92.6,7,4,50,62,Male,Yes,9454.69,Train
17574442,103.5,3,1,51,41,Female,No,20068.19,Train
12008378,79.5,3,3,31,51,Male,No,1240.08,Train
16011971,91.9,4,4,2,46,Female,No,15272.68,Train
7147667,112.5,7,0,20,38,Male,No,22039.96,Train
26452361,10.7,1,4,53,61,Male,No,0,Train
23571208,46.2,3,2,43,34,Female,No,0,Train
7666222,113,3,0,20,51,Male,No,23903.52,Train
16112428,54.7,7,0,16,29,Male,No,14547.33,Train
21361885,28.5,4,4,39,48,Female,No,7135.97,Train
4983139,103.3,3,5,48,52,Male,Yes,9892.03,Train
22595673,101.4,5,2,59,26,Female,No,20546.52,Train
12839749,18.4,3,2,60,58,Male,No,2080.92,Train
20783091,26.1,3,2,60,48,Male,No,7306.01,Train
21497981,31.7,1,2,4,35,Female,No,0,Train
22252102,44.8,8,2,35,36,Female,No,19470.32,Train
1332726,105.8,7,0,9,64,Female,No,17095.48,Train
8211092,67.8,3,0,5,31,Male,No,17223.64,Train
960038,96.1,3,3,57,42,Female,No,21509.33,Train
27911957,62.2,2,0,25,50,Female,No,20777.86,Train
23236412,82.7,8,1,14,37,Female,Yes,10016.99,Train
85752,97.2,5,1,22,53,Female,No,25819.64,Train
2761167,42.7,7,4,30,31,Female,No,6369.69,Train
4860140,124.2,6,2,2,57,Female,No,17932.39,Train
9537386,65.2,3,4,34,67,Male,No,1404.11,Train
27937609,17.6,8,3,13,44,Male,No,13091.27,Train
5218774,93.2,5,4,8,52,Female,No,12934.25,Train
3681523,33.7,6,2,17,47,Male,No,6717.11,Train
24889263,90.3,6,0,41,49,Male,No,11411.28,Train
25715482,67,7,1,48,33,Female,No,15246.08,Train
802149,106.8,7,2,53,38,Female,No,20497.85,Train
27926478,93.3,2,2,15,65,Female,No,5689.88,Train
9511750,101,2,0,49,45,Male,No,22335.12,Train
24280044,28.8,8,4,31,31,Male,No,5760.18,Train
22840691,39.8,8,2,18,52,Male,No,11519.16,Train
24911092,36.9,6,1,6,37,Female,No,18721.26,Train
18405991,78.3,1,3,8,47,Female,No,14521.32,Train
16055231,97.5,8,5,54,27,Male,No,17226.78,Train
21506343,55,8,3,50,40,Male,No,15055.14,Train
27390644,44.8,7,0,34,36,Male,No,10369.1,Train
25590497,54.6,6,3,38,38,Male,No,13415.6,Train
18324790,62.8,4,4,32,66,Male,No,3863.7,Train
19040970,90.2,7,2,20,52,Female,Yes,24895.27,Train
10119951,51.4,7,5,22,52,Female,No,12696.12,Train
16921616,94.3,1,5,41,43,Female,No,10315.77,Train
1681885,51.5,8,4,25,31,Male,No,8911.85,Train
19643963,68,7,1,22,30,Female,No,17505.59,Train
22888559,47.6,3,2,42,38,Female,No,9438.17,Train
10646457,98.6,8,4,13,42,Female,No,8503.68,Train
17294194,39.6,7,0,6,61,Female,No,15075.31,Train
20619460,58.4,1,4,45,32,Female,No,4702.48,Train
18506151,78.9,1,2,24,49,Male,Yes,7426.98,Train
3736054,54.6,7,0,20,57,Female,Yes,16087.54,Train
1157539,91.1,4,0,4,50,Female,No,10286.96,Train
3745739,70.1,7,1,26,31,Female,No,19542.38,Train
530139,48.3,5,1,24,60,Male,No,14021,Train
12883210,47.1,3,4,43,42,Male,No,93.96,Train
11989263,55.1,6,4,13,46,Female,No,6645.43,Train
5818532,24.1,3,2,52,25,Male,No,0,Train
25842019,58,1,1,29,38,Female,No,5907.06,Train
3411282,92.6,2,1,9,51,Male,No,14450.09,Train
6519430,53.3,5,4,45,57,Male,No,7044.56,Train
12597320,21.3,2,4,43,28,Male,No,11745.75,Train
22098331,102,8,2,13,37,Female,No,12953.39,Train
18477376,41.9,7,1,28,42,Male,Yes,13777.81,Train
15564168,45.6,8,1,15,26,Male,No,6529.6,Train
16390227,124.4,3,3,34,47,Male,No,22145.1,Train
12061137,40.6,2,2,44,36,Male,No,12452.78,Train
3462224,76.1,8,4,7,62,Male,Yes,9872.6,Train
25997292,119.5,7,4,35,31,Male,No,13268.9,Train
19146273,72.7,2,1,46,27,Male,No,19103.88,Train
22281703,43.3,7,3,3,40,Female,No,11202.29,Train
11896026,60.3,5,1,30,42,Female,Yes,3831.26,Train
9186683,44.3,6,1,16,43,Male,No,13931.17,Train
6471293,68.3,6,1,54,38,Male,No,15240.44,Train
9241034,91.7,4,1,46,42,Male,No,15884.51,Train
7008745,88.5,2,2,22,46,Female,No,20538.5,Train
23892420,102.3,1,2,9,61,Female,No,16249.39,Train
26039184,115.7,5,4,42,28,Male,No,17053.29,Train
8680819,29.5,6,4,27,55,Female,No,10286.07,Train
24592984,109.9,4,4,23,45,Female,Yes,20518.94,Train
1175689,74.6,2,0,47,59,Male,No,20658.27,Train
4274792,53.5,4,3,38,43,Female,No,13569.89,Train
1626263,31.6,7,2,53,42,Female,No,11045.33,Train
7368837,80.8,2,3,9,38,Male,No,12590.11,Train
25084641,103,2,1,37,48,Female,No,16329.57,Train
22126054,94,4,1,25,35,Female,No,6846.96,Train
13485189,99,8,0,57,44,Male,No,25794.28,Train
2627501,119.3,6,2,57,51,Female,No,18650,Train
922925,112.1,1,3,18,43,Male,No,13517.77,Train
156334,38,7,1,53,33,Male,No,3789.3,Train
14141685,34.9,5,5,17,57,Male,No,8674.66,Train
12303579,69.8,3,4,21,50,Male,No,21201.26,Train
18927747,123.5,5,3,7,41,Male,No,18821.83,Train
6378425,91.7,7,1,57,44,Female,No,19126.3,Train
21036740,79.8,8,3,15,30,Male,No,6660.33,Train
6747375,28.8,7,4,57,53,Male,No,12822.78,Train
4089000,48.8,6,5,38,30,Female,No,7302.63,Train
21481504,35.5,3,2,49,57,Female,No,4193.47,Train
26445140,99.5,2,2,42,56,Male,No,18182.09,Train
10846558,87.9,5,1,40,58,Male,No,11059.61,Train
27111025,76.4,4,3,2,52,Male,No,17809.53,Train
8750089,44.7,7,3,4,55,Male,No,17939.33,Train
12318363,92.4,2,1,47,23,Male,Yes,6844.59,Train
14036556,42.9,4,0,32,28,Male,No,12083.97,Train
27510736,33,7,2,9,52,Male,No,12163.29,Train
2851425,57.1,3,3,45,44,Female,No,0,Train
18148573,99.6,7,2,53,40,Male,No,20257.3,Train
14739579,58.8,1,4,30,47,Male,No,14293.31,Train
12277337,54,8,4,12,46,Female,No,13980.22,Train
29580219,105.8,6,0,27,38,Male,No,17666.66,Train
12417055,35.3,4,3,9,66,Female,No,9674.23,Train
19986062,46.5,7,3,55,56,Male,No,13652.78,Train
1636486,52.6,8,2,8,46,Female,No,9855.04,Train
4656209,23.6,5,4,21,53,Female,No,5360.7,Train
8054142,33.5,6,4,62,47,Male,No,2724.79,Train
28857072,64.2,4,2,21,21,Female,No,12263.81,Train
22272702,40.6,4,2,39,35,Male,No,17978.24,Train
15568728,97.3,8,4,4,34,Female,No,13485.21,Train
15995821,110.2,8,0,3,41,Female,No,16289.47,Train
26507581,26.7,4,0,15,53,Male,No,7197.4,Train
15150656,48,7,3,3,51,Female,No,9053.87,Train
28016530,71.1,6,4,57,48,Male,Yes,8808.59,Train
27561581,53.1,7,4,36,28,Female,Yes,16615.75,Train
6090976,53.8,5,2,14,47,Male,No,8554.06,Train
3501965,12.5,7,2,51,28,Male,No,8985.13,Train
11524468,29.2,4,4,17,49,Female,No,3583.06,Train
7686120,41.7,3,1,11,39,Male,No,8951.54,Train
13238321,33.5,2,4,20,36,Male,No,3748.16,Train
19333,63.6,8,3,36,28,Male,No,15019.53,Train
17507408,119.2,4,2,50,28,Female,No,13461.83,Train
23552563,47.1,5,5,27,35,Female,No,14188.74,Train
29956537,30.6,4,1,9,41,Male,No,9777.27,Train
1792788,108.2,4,4,20,40,Male,No,5579.45,Train
20649933,74.4,4,2,30,67,Female,No,8556.39,Train
5535914,74.9,1,2,13,48,Female,Yes,7715.47,Train
27389448,29.5,3,4,37,20,Male,No,8371.31,Train
6101289,39.3,7,1,14,61,Male,No,10250.99,Train
20175821,68.8,4,4,45,22,Male,No,18347.36,Train
18549094,83.4,7,4,38,43,Male,No,15021.23,Train
27011482,30.1,2,4,34,20,Male,No,0,Train
13249607,105.3,4,3,36,52,Male,No,13664.96,Train
29535484,37.3,8,2,7,49,Male,No,10917.2,Train
22274957,44.8,7,5,49,32,Male,No,12211.22,Train
26774496,53.1,5,3,24,24,Female,No,10994.34,Train
13132142,61.9,6,4,6,47,Male,No,3741.63,Train
